room_type,host_acceptance_rate,price,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_communication,number_of_reviews
1,0.67,800.00,325,5,5,5,3
1,0.00,6561.00,362,5,4.91,5,22
1,0.94,2995.00,82,4.69,4.91,4.94,106
1,0.67,7968.00,320,4.9,4.84,4.94,94
2,0.43,450.00,304,4.75,4.93,4.91,81
2,0.50,580.00,365,0,4.75,4.76,1
2,0.43,350.00,252,4.64,4.75,4.76,142
1,1.00,1897.00,357,4.62,4.77,4.72,223
2,0.79,411.00,365,5,5,5,3
2,0.79,1800.00,325,4.86,4.86,4.86,37
2,0.50,560.00,365,5,5,4,1
2,1.00,600.00,262,5,5,5,2
1,0.67,1100.00,133,4.9,4.87,4.97,71
1,1.00,1800.00,343,4.48,4.5,4.74,77
2,0.00,240.00,339,4.57,4.6,4.6,31
1,0.87,1278.00,222,4.75,4.7,4.91,260
1,0.33,700.00,294,4.82,4.74,5,23
1,0.33,1997.00,201,4.77,4.86,4.98,57
1,0.87,1200.00,325,4.58,4.54,4.86,146
1,1.00,699.00,229,4.88,4.84,4.83,88
1,0.87,1560.00,332,4.54,4.69,4.92,37
2,0.99,914.00,178,4.86,4.94,5,50
1,1.00,773.00,52,4.9,4.95,5,20
1,0.50,899.00,38,4.39,4.34,4.74,170
2,0.96,350.00,363,4.8,5,5,10
1,0.85,740.00,227,4.93,4.89,5,45
1,0.62,2796.00,264,4.72,4.68,4.88,117
1,0.97,1378.00,207,4.84,4.86,4.98,338
1,0.85,1580.00,227,4.92,5,5,13
1,0.85,1580.00,227,4.95,4.95,4.95,21
3,0.88,1098.00,324,4.83,4.83,5,23
1,0.88,900.00,362,4.85,4.88,5,60
1,0.88,1098.00,326,4.33,4.33,4.33,6
1,0.74,2796.00,248,4.87,4.73,4.84,70
3,0.00,3180.00,358,4.88,4.84,5,32
1,0.98,1721.00,115,4.93,4.96,4.99,256
2,0.00,799.00,363,4.75,4.2,4.6,5
1,1.00,440.00,344,4.52,4.69,4.79,572
1,0.47,740.00,91,4.91,4.91,5,12
2,1.00,375.00,233,4.4,4.6,4.8,5
2,1.00,600.00,205,5,5,5,2
1,1.00,799.00,285,5,5,5,3
2,1.00,3095.00,365,4.75,4.82,4.96,0
1,1.00,998.00,354,4.75,4.82,4.96,75
1,1.00,1232.00,342,4.92,4.99,5,131
1,0.36,950.00,363,4.58,4.67,4.81,37
1,0.36,1498.00,265,4.59,4.69,4.91,106
1,0.47,740.00,232,4.89,4.78,5,9
1,0.95,880.00,356,4.61,4.97,4.89,36
1,0.96,2000.00,60,4.91,4.92,4.95,199
1,0.92,1064.00,47,4.78,4.83,4.88,214
2,0.43,1697.00,258,4.97,4.97,4.96,157
1,1.00,1050.00,333,4.78,4.61,5,36
1,1.00,2500.00,263,4.85,4.54,4.77,13
1,1.00,1811.00,98,4.95,4.95,4.99,156
1,0.99,1441.00,339,4.59,4.67,4.66,350
1,0.99,1438.00,177,4.63,4.86,4.81,43
1,1.00,800.00,192,4.5,4.17,4.83,12
1,0.00,2162.00,5,4.86,4.97,4.81,0
1,0.95,743.00,341,4.86,4.97,4.81,36
1,0.56,1493.00,352,4.9,4.9,5,40
2,0.75,450.00,295,4.75,4.25,4.75,0
1,0.79,5000.00,362,4.75,4.25,4.75,4
1,1.00,666.00,288,4.88,4.91,4.97,0
1,1.00,1850.00,281,4.88,4.91,4.97,249
1,0.93,898.00,57,4.73,4.73,4.89,67
1,0.91,1997.00,334,4.98,4.95,4.97,115
2,1.00,700.00,229,4.94,4.89,4.94,18
1,0.75,1000.00,257,4.56,4.57,4.83,291
1,0.77,916.00,199,4.9,4.96,4.97,81
1,0.97,2796.00,340,4.93,4.88,5,42
1,0.33,2500.00,363,4.29,4.63,4.75,8
1,1.00,1499.00,329,4.87,4.92,5,38
2,0.90,714.00,277,4.74,4.87,4.92,221
2,0.60,250.00,79,4.5,4.5,4.75,4
1,0.88,1040.00,364,4.8,5,4.91,0
1,0.88,747.00,173,4.8,5,4.91,46
1,1.00,1552.00,201,4.82,4.82,4.94,266
1,0.33,2250.00,363,4.71,5,5,7
2,0.75,660.00,350,4.84,4.72,4.94,125
1,0.95,1190.00,365,4.86,4.86,5,8
1,0.95,873.00,352,4,5,4,1
2,0.00,500.00,365,4.5,5,5,0
2,0.00,559.00,363,4.5,5,5,3
2,0.00,600.00,364,4.69,4.69,4.77,13
2,0.88,400.00,356,4.79,4.69,4.85,14
1,0.55,550.00,288,4.92,5,4.83,12
2,0.33,3994.00,365,4.82,4.82,5,0
2,0.33,495.00,357,4.82,4.82,5,0
2,0.96,600.00,365,4.82,4.82,5,11
1,1.00,1400.00,142,4.87,4.89,4.98,193
2,0.90,450.00,356,4.76,4.91,4.72,47
1,0.88,1298.00,187,4.76,4.88,4.94,17
1,0.99,810.00,232,4.38,4.75,4.5,16
1,0.76,773.00,46,4.83,4.85,4.96,159
1,0.97,1977.00,337,4.75,4.83,4.96,24
1,0.98,1897.00,47,4.83,4.79,4.95,71
1,1.00,559.00,328,4.78,4.82,4.95,238
1,1.00,750.00,295,4.91,4.94,4.97,33
1,0.40,680.00,358,5,4.73,5,11
1,0.40,1705.00,353,4.82,4.82,4.97,0
1,0.48,1280.00,289,4.82,4.82,4.97,39
2,0.80,700.00,365,4.7,4.17,4.95,24
1,0.90,1252.00,266,4.63,4.76,4.89,144
1,0.97,1378.00,336,4.62,4.65,4.84,38
1,1.00,1690.00,75,4.92,4.93,4.97,561
2,0.89,208.00,280,4.79,4.79,4.89,48
2,0.00,350.00,365,5,5,5,0
2,0.00,880.00,359,5,5,5,1
2,0.00,1298.00,326,4.8,4.6,5,5
2,0.64,1036.00,316,4.75,4.91,4.78,66
2,0.00,991.00,179,4.98,5,5,0
2,1.00,1398.00,284,4.98,5,5,99
1,1.00,3175.00,326,4.92,4.95,4.96,297
1,0.69,2616.00,297,4.95,4.94,4.95,170
1,1.00,2194.00,234,4.93,4.9,4.99,316
2,0.82,287.00,365,4.59,4.79,4.66,0
1,0.82,1160.00,328,4.59,4.79,4.66,29
1,0.73,890.00,79,4.89,4.92,4.99,74
2,0.00,250.00,347,4.67,5,4.67,3
1,1.00,650.00,334,4.77,4.79,4.89,56
1,1.00,2729.00,66,4.93,4.97,4.95,149
1,0.33,2500.00,363,4.8,5,5,5
2,0.09,660.00,80,4.71,4.71,4.86,16
2,1.00,600.00,361,4.92,4.71,4.96,25
2,1.00,500.00,354,4.89,4.79,4.97,39
1,0.91,2399.00,362,4.78,4.82,4.98,97
1,0.40,3375.00,48,4.74,4.77,4.77,95
2,0.40,360.00,265,4.88,4.75,4.81,16
2,0.53,920.00,294,4.95,4.97,4.86,79
2,0.00,540.00,56,5,4.8,5,10
1,1.00,1394.00,311,4.74,4.64,4.77,360
2,0.97,500.00,365,4.5,4.5,5,0
2,0.97,220.00,0,4.5,4.5,5,2
1,1.00,920.00,110,4.77,4.73,4.91,66
2,1.00,2470.00,333,4.75,4.94,5,0
2,0.97,246.00,0,4.75,4.94,5,16
1,1.00,447.00,357,4.68,4.34,4.96,77
2,1.00,335.00,135,4.91,4.91,4.93,46
1,1.00,846.00,51,4.84,4.89,4.92,99
1,0.94,1257.00,79,4.75,4.86,4.95,115
2,0.82,650.00,365,4.94,4.91,5,0
1,0.82,853.00,213,4.94,4.91,5,33
1,0.97,1398.00,355,4.84,4.81,4.94,31
1,0.33,2250.00,363,4.44,5,4.78,9
1,1.00,739.00,355,4.59,4.56,4.88,83
1,0.33,1400.00,363,4.67,4.67,4.72,18
2,0.64,1300.00,264,5,5,5,24
1,1.00,2596.00,283,4.85,4.85,4.94,386
2,0.64,1300.00,325,4.88,5,4.9,53
1,1.00,760.00,269,4.88,4.8,4.97,69
2,1.00,400.00,237,5,4.84,5,19
2,1.00,1598.00,365,5,5,5,0
2,1.00,1418.00,365,5,5,5,0
2,1.00,1258.00,365,5,5,5,0
4,1.00,879.00,365,5,5,5,0
2,1.00,2100.00,351,5,5,5,1
2,1.00,1300.00,360,4.75,5,5,5
4,0.97,333.00,135,4.93,4.9,5,106
1,0.96,300.00,50,4.85,4.83,5,93
3,0.99,998.00,206,4.5,5,5,4
1,0.99,719.00,342,4.44,4.69,4.5,36
1,0.93,1358.00,64,4.88,4.84,4.98,51
2,0.62,910.00,365,4.77,4.92,5,13
2,0.14,300.00,365,4.59,4.55,4.9,30
2,0.60,200.00,356,4.67,5,5,0
1,1.00,674.00,16,4.67,5,5,3
2,1.00,1250.00,0,4.81,4.81,4.73,0
1,1.00,650.00,330,4.81,4.81,4.73,73
1,1.00,7988.00,196,5,5,5,8
1,1.00,3143.00,333,4.85,4.86,4.9,100
2,0.84,590.00,90,4.9,4.74,4.95,21
1,0.00,799.00,1,4.85,4.85,5,54
1,0.94,2896.00,80,4.73,4.76,4.93,175
1,0.95,1212.00,349,4.61,4.78,4.78,72
1,0.95,1280.00,341,4.66,4.8,4.57,37
1,0.99,1458.00,126,4.58,4.72,4.72,20
1,0.95,900.00,360,4.6,4.96,4.68,25
1,0.95,1503.00,363,4.41,4.56,4.44,27
1,1.00,950.00,119,4.83,4.83,4.97,136
1,0.95,1237.00,319,4.75,4.93,4.86,28
1,0.95,1780.00,322,4.53,4.85,4.6,55
2,0.77,655.00,365,4.78,4.89,4.67,0
1,0.77,2796.00,354,4.78,4.89,4.67,9
2,0.96,389.00,365,5,4.97,4.94,35
1,1.00,1038.00,214,4.9,4.98,4.94,418
1,1.00,1539.00,348,4.78,4.91,4.75,81
1,1.00,1449.00,307,4.85,4.89,4.92,126
2,0.85,403.00,340,4.68,4.86,4.84,383
1,0.00,1700.00,234,5,4,5,0
2,0.00,800.00,355,5,4,5,2
2,0.95,450.00,336,4.66,4.6,4.85,64
2,0.77,3200.00,352,5,5,5,1
2,0.67,550.00,361,5,5,5,12
1,0.94,4972.00,88,4.84,4.85,4.99,101
1,1.00,2866.00,333,5,5,5,2
2,0.99,1098.00,179,4.76,4.88,4.88,34
2,0.99,700.00,305,4.92,4.94,4.98,184
1,0.73,499.00,57,4.91,4.93,5,44
1,0.76,559.00,60,4.72,4.83,4.89,120
1,0.00,360.00,358,5,5,5,1
2,0.00,290.00,256,4.97,4.96,4.97,67
1,0.95,2137.00,0,4.74,4.83,4.8,55
1,1.00,863.00,173,4.78,4.93,4.85,41
2,1.00,650.00,79,4.8,4.7,5,10
2,1.00,300.00,363,3.5,3,3,2
1,1.00,950.00,333,4.84,4.93,4.92,73
1,1.00,951.00,327,4.91,4.94,4.96,246
2,1.00,1000.00,364,4.78,4.9,4.76,0
1,1.00,900.00,89,4.78,4.9,4.76,0
1,0.90,1404.00,327,4.78,4.9,4.76,165
1,1.00,1121.00,149,4.6,4.65,4.91,107
2,0.55,707.00,364,4.91,5,5,0
2,0.55,400.00,280,4.91,5,5,23
1,1.00,3051.00,349,4.65,4.91,4.74,23
1,0.90,1500.00,0,5,5,5,12
1,0.00,1429.00,173,4.82,5,5,11
1,0.95,2264.00,352,4.4,4.67,4.6,15
1,0.97,2400.00,137,4.92,4.93,4.86,182
2,0.00,1598.00,365,4.82,4.82,5,0
1,1.00,600.00,84,4.82,4.82,5,13
1,0.88,2187.00,136,5,4.67,5,3
4,0.88,200.00,349,5,4.67,5,9
1,0.67,2000.00,345,5,5,3,2
1,0.69,1200.00,87,4.93,5,4.93,14
1,1.00,522.00,253,4.77,4.9,4.86,272
1,1.00,699.00,324,4.75,4.85,4.84,204
1,0.00,2000.00,230,4.95,5,5,21
2,0.99,750.00,335,4.91,4.94,4.89,309
2,0.50,600.00,90,4.87,4.89,4.9,0
1,1.00,991.00,297,4.87,4.89,4.9,275
2,0.67,428.00,335,4.33,4.67,4.17,6
2,0.00,388.00,83,4.68,4.52,4.93,31
2,0.00,450.00,365,4.96,4.93,4.96,0
2,0.83,1200.00,136,4.96,4.93,4.96,73
2,0.93,320.00,364,4.9,4.88,4.92,111
1,1.00,4972.00,0,4.82,4.88,4.96,140
2,0.75,1200.00,326,4.25,4.25,5,4
1,0.95,931.00,361,4.75,4.93,4.68,91
1,1.00,1869.00,251,4.94,4.95,4.85,244
1,0.94,1200.00,72,4.69,4.83,4.92,112
1,0.00,800.00,364,4.67,4.39,4.94,20
2,0.56,420.00,330,5,5,5,3
2,0.56,550.00,352,4.77,4.95,4.9,22
2,0.75,505.00,180,4.84,4.94,4.91,211
1,1.00,1173.00,0,4.82,4.9,4.9,252
2,0.79,2000.00,316,4.73,4.79,4.88,164
2,0.00,499.00,365,4.85,4.74,4.85,0
1,0.55,1398.00,264,4.85,4.74,4.85,27
1,0.55,1578.00,213,4.8,4.68,4.9,189
2,1.00,359.00,87,4.64,4.58,4.91,325
1,0.50,2277.00,265,4.77,4.85,5,13
1,1.00,1520.00,265,4.97,4.98,5,122
1,1.00,499.00,344,4.67,4.76,4.92,206
2,1.00,1098.00,352,4.96,4.94,4.99,0
2,0.97,479.00,131,4.96,4.94,4.99,101
1,0.93,899.00,304,4.7,4.64,4.85,66
4,1.00,300.00,363,4.5,4.55,4.73,22
1,1.00,1598.00,180,4.84,4.92,4.89,212
1,0.99,1717.00,299,4.76,4.87,4.82,385
1,0.91,1480.00,2,4.82,4.55,4.85,115
2,0.43,350.00,114,4.91,4.64,5,11
1,0.97,2967.00,354,4.68,4.73,4.88,41
1,0.56,1664.00,325,4.73,4.77,4.91,23
1,1.00,2355.00,130,4.9,5,5,39
1,1.00,2336.00,11,4.91,4.92,4.99,262
1,1.00,1440.00,345,4.87,4.96,4.99,135
1,0.91,2297.00,314,4.95,4.94,5,151
2,0.50,650.00,365,5,4,5,1
2,0.79,1976.00,320,5,5,5,2
1,0.99,1398.00,336,4.86,4.8,4.84,118
2,0.18,700.00,363,4.83,4.89,4.83,18
2,0.50,550.00,365,4.31,4.31,4.62,13
2,0.50,500.00,365,5,5,5,2
1,1.00,1519.00,15,4.97,4.96,4.99,216
2,0.00,500.00,364,4.9,4.98,4.99,82
1,0.76,1238.00,59,4.77,4.78,4.9,93
2,0.76,399.00,365,4.7,4.79,4.89,0
2,0.76,599.00,365,4.7,4.79,4.89,0
1,0.76,642.00,53,4.7,4.79,4.89,207
1,1.00,2600.00,307,4.99,4.95,5,78
2,1.00,690.00,365,4.5,4.5,4.5,4
1,1.00,901.00,339,4.92,4.91,4.98,235
1,1.00,1071.00,267,4.74,4.88,4.88,293
1,0.76,625.00,51,4.7,4.74,4.87,211
2,1.00,364.00,165,4.82,4.73,4.88,330
2,0.99,299.00,206,4.5,4.5,4.8,10
1,0.99,799.00,342,4.6,4.75,4.87,55
1,0.00,1500.00,264,4.8,4.93,4.96,61
2,0.69,275.00,275,4.92,4.78,4.96,51
2,0.00,519.00,202,5,5,5,3
1,1.00,1028.00,114,4.33,5,5,3
2,0.97,3801.00,87,4.9,4.96,4.97,105
1,0.97,1398.00,355,4.76,4.74,4.73,46
2,0.62,2000.00,264,4.73,4.82,4.91,11
1,0.62,799.00,326,4.54,4.64,4.93,85
1,1.00,1127.00,231,4.74,4.71,4.93,68
1,1.00,5991.00,0,4.78,4.66,4.84,0
2,1.00,340.00,316,4.78,4.66,4.84,329
1,0.85,1138.00,240,4.97,4.95,5,240
1,0.75,1500.00,362,4.89,4.93,4.91,0
1,0.75,1100.00,64,4.89,4.93,4.91,54
1,0.75,500.00,259,5,5,5,2
1,0.99,1823.00,202,4.8,4.89,4.81,141
1,0.73,729.00,57,4.82,4.91,4.95,22
1,0.80,580.00,21,4.72,4.81,4.81,54
1,0.80,1438.00,117,4.92,4.9,5,64
1,0.98,727.00,296,4.86,4.85,4.93,137
1,0.00,950.00,305,4.79,4.88,4.91,345
1,0.00,969.00,234,4.99,4.97,4.99,68
1,0.99,3224.00,30,4.9,4.91,4.96,264
1,0.00,786.00,0,4.74,4.84,4.84,150
1,0.98,850.00,364,4.76,4.78,4.9,51
1,1.00,819.00,9,4.86,4.87,4.98,110
1,0.82,1270.00,0,4.83,4.87,4.82,24
2,0.00,600.00,363,5,4.91,4.98,0
1,0.98,850.00,293,5,4.91,4.98,46
2,1.00,600.00,364,4.93,5,5,14
1,1.00,748.00,92,4.87,4.83,4.94,107
2,0.50,400.00,364,4.5,5,4.5,0
2,0.50,475.00,346,4.5,5,4.5,2
2,0.50,354.00,292,4.81,5,5,16
1,0.00,1400.00,358,4.65,4.69,4.85,26
2,0.00,500.00,359,5,5,5,6
1,1.00,270.00,233,4.34,4.29,4.66,41
2,1.00,350.00,88,4.8,4.9,5,11
1,1.00,774.00,312,4.81,4.86,4.89,265
2,1.00,500.00,349,5,5,5,4
1,0.00,700.00,262,4.95,5,5,21
2,1.00,2350.00,351,4.81,4.82,4.86,73
2,0.64,1130.00,288,4.97,4.97,5,71
1,0.25,350.00,358,4,4,5,6
2,0.97,353.00,265,5,4.69,4.92,13
1,1.00,1364.00,264,4.87,4.89,4.93,45
1,1.00,1198.00,287,4.94,4.96,4.99,221
1,0.95,1394.00,365,4.77,4.96,4.85,26
1,0.85,607.00,364,4.47,4.64,4.81,120
1,1.00,537.00,259,4.64,4.57,4.79,14
1,0.98,726.00,336,4.52,4.36,4.8,116
2,1.00,353.00,364,5,3.33,4.67,4
1,0.92,847.00,323,4.85,4.76,4.92,95
2,1.00,459.00,363,4.63,4.38,4.38,8
1,1.00,1438.00,339,4.85,4.94,4.94,33
1,0.69,939.00,225,4.91,4.79,4.97,225
1,0.71,422.00,37,4.71,4.76,4.87,290
2,0.00,600.00,365,4.6,4.6,5,0
1,0.80,1250.00,325,4.6,4.6,5,10
1,0.95,1040.00,362,4.89,4.94,4.8,35
2,0.99,600.00,365,1,1,1,1
2,0.99,392.00,206,4.59,4.65,4.69,0
1,0.67,520.00,365,4.59,4.65,4.69,18
2,0.97,205.00,91,4.73,4.64,5,22
2,0.95,800.00,365,5,3,5,1
1,1.00,18000.00,341,4.84,4.78,4.97,0
1,1.00,950.00,153,4.84,4.78,4.97,304
2,0.87,400.00,343,5,4.95,5,19
2,1.00,200.00,172,4.88,4.88,5,17
1,0.96,803.00,138,4.82,4.85,4.88,125
1,1.00,1623.00,360,4.92,4.92,4.98,195
1,0.98,850.00,360,4.69,4.77,4.95,118
2,1.00,439.00,365,4.73,4.8,4.87,16
1,0.99,1298.00,265,4.91,4.78,4.91,23
1,0.00,2396.00,357,4.82,4.83,4.92,94
2,1.00,650.00,334,4.93,4.93,4.93,17
2,1.00,1398.00,293,4.98,5,5,135
1,1.00,2297.00,341,4.8,4.84,4.64,195
2,0.00,560.00,338,4.96,4.92,5,26
1,1.00,1600.00,365,4.8,4.92,4.9,0
4,1.00,450.00,345,4.8,4.92,4.9,60
2,0.50,900.00,327,4.33,5,4.33,6
1,1.00,1250.00,325,4.75,4.69,4.86,64
1,1.00,800.00,327,4.65,4.84,4.82,57
1,1.00,410.00,191,4.65,4.77,4.73,25
2,0.97,1255.00,346,4.8,4.79,4.87,243
1,0.94,998.00,323,4.77,4.88,4.81,182
1,0.95,963.00,364,4.75,4.92,4.75,24
1,1.00,1000.00,347,4.77,4.75,5,57
1,1.00,980.00,73,4.82,4.82,4.98,89
1,0.72,2400.00,344,5,5,5,1
2,1.00,559.00,0,3.67,4.33,5,3
4,0.00,200.00,265,4.63,4.13,5,0
2,0.50,400.00,364,4.63,4.13,5,8
1,1.00,599.00,351,4.49,4.59,4.83,407
2,0.50,350.00,365,4,4.43,4.14,7
2,1.00,650.00,365,4.88,4.91,4.99,0
1,1.00,1500.00,143,4.88,4.91,4.99,176
2,0.00,399.00,357,4.76,4.81,4.81,23
2,0.00,320.00,9,4.7,4.71,4.89,81
2,0.89,579.00,303,4.89,4.89,4.98,63
1,0.98,1007.00,153,4.65,4.66,4.77,304
2,0.89,579.00,263,4.93,4.92,5,27
1,0.75,580.00,315,4.78,4.8,4.75,51
4,0.36,1500.00,365,0,4.69,4.69,0
1,0.60,1000.00,265,0,4.69,4.69,2
2,0.25,320.00,363,4.62,4.69,4.69,13
2,1.00,379.00,364,4.83,4.83,5,6
2,0.00,400.00,358,4.83,5,5,6
1,0.95,1438.00,63,4.27,4.52,4.55,45
2,1.00,3214.00,322,4.87,4.87,4.86,90
2,0.10,230.00,265,4.7,4.7,4.8,10
1,1.00,1642.00,335,4.79,4.94,4.97,33
1,1.00,550.00,125,4.8,4.86,4.89,262
2,1.00,594.00,233,4.97,4.97,4.97,36
2,1.00,500.00,355,4.5,4.5,4.38,9
1,1.00,690.00,307,4.71,4.76,4.91,218
